# E (eV)  dos(E)    pdos(E)
  -3.737  0.000E+00  0.000E+00
  -3.727  0.000E+00  0.000E+00
  -3.717  0.000E+00  0.000E+00
  -3.707  0.000E+00  0.000E+00
  -3.697  0.000E+00  0.000E+00
  -3.687  0.000E+00  0.000E+00
  -3.677  0.000E+00  0.000E+00
  -3.667  0.000E+00  0.000E+00
  -3.657  0.000E+00  0.000E+00
  -3.647  0.000E+00  0.000E+00
  -3.637  0.000E+00  0.000E+00
  -3.627  0.000E+00  0.000E+00
  -3.617  0.000E+00  0.000E+00
  -3.607  0.000E+00  0.000E+00
  -3.597  0.000E+00  0.000E+00
  -3.587  0.000E+00  0.000E+00
  -3.577  0.000E+00  0.000E+00
  -3.567  0.000E+00  0.000E+00
  -3.557  0.000E+00  0.000E+00
  -3.547  0.000E+00  0.000E+00
  -3.537  0.000E+00  0.000E+00
  -3.527  0.000E+00  0.000E+00
  -3.517  0.000E+00  0.000E+00
  -3.507  0.000E+00  0.000E+00
  -3.497  0.000E+00  0.000E+00
  -3.487  0.000E+00  0.000E+00
  -3.477  0.000E+00  0.000E+00
  -3.467  0.000E+00  0.000E+00
  -3.457  0.000E+00  0.000E+00
  -3.447  0.000E+00  0.000E+00
  -3.437  0.000E+00  0.000E+00
  -3.427  0.000E+00  0.000E+00
  -3.417  0.000E+00  0.000E+00
  -3.407  0.000E+00  0.000E+00
  -3.397  0.000E+00  0.000E+00
  -3.387  0.000E+00  0.000E+00
  -3.377  0.000E+00  0.000E+00
  -3.367  0.000E+00  0.000E+00
  -3.357  0.000E+00  0.000E+00
  -3.347  0.000E+00  0.000E+00
  -3.337  0.000E+00  0.000E+00
  -3.327  0.000E+00  0.000E+00
  -3.317  0.000E+00  0.000E+00
  -3.307  0.000E+00  0.000E+00
  -3.297  0.000E+00  0.000E+00
  -3.287  0.000E+00  0.000E+00
  -3.277  0.000E+00  0.000E+00
  -3.267  0.000E+00  0.000E+00
  -3.257  0.000E+00  0.000E+00
  -3.247  0.000E+00  0.000E+00
  -3.237  0.000E+00  0.000E+00
  -3.227  0.000E+00  0.000E+00
  -3.217  0.134E-11  0.132E-11
  -3.207  0.218E-10  0.215E-10
  -3.197  0.104E-09  0.102E-09
  -3.187  0.448E-09  0.442E-09
  -3.177  0.184E-08  0.181E-08
  -3.167  0.716E-08  0.706E-08
  -3.157  0.267E-07  0.263E-07
  -3.147  0.954E-07  0.940E-07
  -3.137  0.327E-06  0.322E-06
  -3.127  0.107E-05  0.106E-05
  -3.117  0.338E-05  0.333E-05
  -3.107  0.102E-04  0.101E-04
  -3.097  0.296E-04  0.292E-04
  -3.087  0.824E-04  0.812E-04
  -3.077  0.220E-03  0.217E-03
  -3.067  0.564E-03  0.555E-03
  -3.057  0.139E-02  0.137E-02
  -3.047  0.328E-02  0.323E-02
  -3.037  0.744E-02  0.733E-02
  -3.027  0.162E-01  0.160E-01
  -3.017  0.341E-01  0.336E-01
  -3.007  0.688E-01  0.678E-01
  -2.997  0.134E+00  0.132E+00
  -2.987  0.251E+00  0.247E+00
  -2.977  0.452E+00  0.446E+00
  -2.967  0.789E+00  0.777E+00
  -2.957  0.133E+01  0.131E+01
  -2.947  0.216E+01  0.213E+01
  -2.937  0.341E+01  0.336E+01
  -2.927  0.522E+01  0.515E+01
  -2.917  0.777E+01  0.765E+01
  -2.907  0.112E+02  0.111E+02
  -2.897  0.158E+02  0.156E+02
  -2.887  0.218E+02  0.214E+02
  -2.877  0.292E+02  0.288E+02
  -2.867  0.384E+02  0.378E+02
  -2.857  0.495E+02  0.487E+02
  -2.847  0.624E+02  0.614E+02
  -2.837  0.771E+02  0.759E+02
  -2.827  0.935E+02  0.920E+02
  -2.817  0.111E+03  0.109E+03
  -2.807  0.129E+03  0.127E+03
  -2.797  0.148E+03  0.145E+03
  -2.787  0.165E+03  0.163E+03
  -2.777  0.181E+03  0.178E+03
  -2.767  0.193E+03  0.190E+03
  -2.757  0.202E+03  0.199E+03
  -2.747  0.206E+03  0.202E+03
  -2.737  0.204E+03  0.201E+03
  -2.727  0.197E+03  0.194E+03
  -2.717  0.185E+03  0.182E+03
  -2.707  0.169E+03  0.166E+03
  -2.697  0.149E+03  0.147E+03
  -2.687  0.128E+03  0.126E+03
  -2.677  0.106E+03  0.104E+03
  -2.667  0.853E+02  0.839E+02
  -2.657  0.662E+02  0.652E+02
  -2.647  0.497E+02  0.489E+02
  -2.637  0.360E+02  0.354E+02
  -2.627  0.252E+02  0.248E+02
  -2.617  0.170E+02  0.167E+02
  -2.607  0.111E+02  0.109E+02
  -2.597  0.694E+01  0.683E+01
  -2.587  0.419E+01  0.413E+01
  -2.577  0.244E+01  0.240E+01
  -2.567  0.137E+01  0.135E+01
  -2.557  0.738E+00  0.726E+00
  -2.547  0.383E+00  0.377E+00
  -2.537  0.191E+00  0.188E+00
  -2.527  0.917E-01  0.903E-01
  -2.517  0.423E-01  0.417E-01
  -2.507  0.188E-01  0.185E-01
  -2.497  0.800E-02  0.787E-02
  -2.487  0.327E-02  0.322E-02
  -2.477  0.129E-02  0.127E-02
  -2.467  0.486E-03  0.478E-03
  -2.457  0.176E-03  0.173E-03
  -2.447  0.612E-04  0.603E-04
  -2.437  0.204E-04  0.201E-04
  -2.427  0.655E-05  0.644E-05
  -2.417  0.201E-05  0.198E-05
  -2.407  0.593E-06  0.584E-06
  -2.397  0.168E-06  0.165E-06
  -2.387  0.454E-07  0.447E-07
  -2.377  0.118E-07  0.116E-07
  -2.367  0.292E-08  0.287E-08
  -2.357  0.678E-09  0.667E-09
  -2.347  0.144E-09  0.142E-09
  -2.337  0.242E-10  0.238E-10
  -2.327  0.000E+00  0.000E+00
  -2.317  0.000E+00  0.000E+00
  -2.307  0.000E+00  0.000E+00
  -2.297  0.000E+00  0.000E+00
  -2.287  0.000E+00  0.000E+00
  -2.277  0.000E+00  0.000E+00
  -2.267  0.000E+00  0.000E+00
  -2.257  0.000E+00  0.000E+00
  -2.247  0.000E+00  0.000E+00
  -2.237  0.000E+00  0.000E+00
  -2.227  0.000E+00  0.000E+00
  -2.217  0.000E+00  0.000E+00
  -2.207  0.000E+00  0.000E+00
  -2.197  0.000E+00  0.000E+00
  -2.187  0.000E+00  0.000E+00
  -2.177  0.000E+00  0.000E+00
  -2.167  0.000E+00  0.000E+00
  -2.157  0.000E+00  0.000E+00
  -2.147  0.000E+00  0.000E+00
  -2.137  0.000E+00  0.000E+00
  -2.127  0.000E+00  0.000E+00
  -2.117  0.000E+00  0.000E+00
  -2.107  0.000E+00  0.000E+00
  -2.097  0.000E+00  0.000E+00
  -2.087  0.000E+00  0.000E+00
  -2.077  0.000E+00  0.000E+00
  -2.067  0.000E+00  0.000E+00
  -2.057  0.000E+00  0.000E+00
  -2.047  0.000E+00  0.000E+00
  -2.037  0.000E+00  0.000E+00
  -2.027  0.000E+00  0.000E+00
  -2.017  0.000E+00  0.000E+00
  -2.007  0.000E+00  0.000E+00
  -1.997  0.000E+00  0.000E+00
  -1.987  0.000E+00  0.000E+00
  -1.977  0.000E+00  0.000E+00
  -1.967  0.000E+00  0.000E+00
  -1.957  0.000E+00  0.000E+00
  -1.947  0.000E+00  0.000E+00
  -1.937  0.000E+00  0.000E+00
  -1.927  0.000E+00  0.000E+00
  -1.917  0.000E+00  0.000E+00
  -1.907  0.000E+00  0.000E+00
  -1.897  0.000E+00  0.000E+00
  -1.887  0.497E-11  0.496E-11
  -1.877  0.288E-10  0.288E-10
  -1.867  0.130E-09  0.130E-09
  -1.857  0.547E-09  0.546E-09
  -1.847  0.219E-08  0.219E-08
  -1.837  0.839E-08  0.837E-08
  -1.827  0.308E-07  0.307E-07
  -1.817  0.108E-06  0.108E-06
  -1.807  0.365E-06  0.364E-06
  -1.797  0.118E-05  0.117E-05
  -1.787  0.364E-05  0.363E-05
  -1.777  0.108E-04  0.108E-04
  -1.767  0.307E-04  0.306E-04
  -1.757  0.837E-04  0.835E-04
  -1.747  0.219E-03  0.218E-03
  -1.737  0.547E-03  0.546E-03
  -1.727  0.131E-02  0.131E-02
  -1.717  0.303E-02  0.302E-02
  -1.707  0.669E-02  0.667E-02
  -1.697  0.142E-01  0.141E-01
  -1.687  0.288E-01  0.288E-01
  -1.677  0.563E-01  0.561E-01
  -1.667  0.106E+00  0.105E+00
  -1.657  0.190E+00  0.190E+00
  -1.647  0.329E+00  0.328E+00
  -1.637  0.547E+00  0.546E+00
  -1.627  0.877E+00  0.875E+00
  -1.617  0.135E+01  0.135E+01
  -1.607  0.201E+01  0.201E+01
  -1.597  0.289E+01  0.288E+01
  -1.587  0.402E+01  0.400E+01
  -1.577  0.540E+01  0.539E+01
  -1.567  0.705E+01  0.703E+01
  -1.557  0.894E+01  0.892E+01
  -1.547  0.110E+02  0.110E+02
  -1.537  0.133E+02  0.133E+02
  -1.527  0.157E+02  0.157E+02
  -1.517  0.182E+02  0.182E+02
  -1.507  0.207E+02  0.206E+02
  -1.497  0.231E+02  0.230E+02
  -1.487  0.253E+02  0.253E+02
  -1.477  0.274E+02  0.273E+02
  -1.467  0.290E+02  0.290E+02
  -1.457  0.303E+02  0.303E+02
  -1.447  0.312E+02  0.311E+02
  -1.437  0.316E+02  0.315E+02
  -1.427  0.316E+02  0.316E+02
  -1.417  0.313E+02  0.312E+02
  -1.407  0.308E+02  0.307E+02
  -1.397  0.301E+02  0.300E+02
  -1.387  0.295E+02  0.294E+02
  -1.377  0.290E+02  0.289E+02
  -1.367  0.287E+02  0.286E+02
  -1.357  0.287E+02  0.286E+02
  -1.347  0.290E+02  0.289E+02
  -1.337  0.296E+02  0.295E+02
  -1.327  0.303E+02  0.302E+02
  -1.317  0.312E+02  0.312E+02
  -1.307  0.323E+02  0.322E+02
  -1.297  0.333E+02  0.332E+02
  -1.287  0.342E+02  0.341E+02
  -1.277  0.351E+02  0.350E+02
  -1.267  0.357E+02  0.356E+02
  -1.257  0.362E+02  0.361E+02
  -1.247  0.365E+02  0.364E+02
  -1.237  0.365E+02  0.364E+02
  -1.227  0.364E+02  0.363E+02
  -1.217  0.361E+02  0.360E+02
  -1.207  0.357E+02  0.356E+02
  -1.197  0.352E+02  0.351E+02
  -1.187  0.347E+02  0.347E+02
  -1.177  0.342E+02  0.342E+02
  -1.167  0.338E+02  0.337E+02
  -1.157  0.333E+02  0.332E+02
  -1.147  0.328E+02  0.327E+02
  -1.137  0.322E+02  0.321E+02
  -1.127  0.316E+02  0.315E+02
  -1.117  0.309E+02  0.308E+02
  -1.107  0.300E+02  0.299E+02
  -1.097  0.291E+02  0.290E+02
  -1.087  0.281E+02  0.280E+02
  -1.077  0.270E+02  0.269E+02
  -1.067  0.258E+02  0.257E+02
  -1.057  0.247E+02  0.246E+02
  -1.047  0.236E+02  0.235E+02
  -1.037  0.226E+02  0.225E+02
  -1.027  0.216E+02  0.215E+02
  -1.017  0.208E+02  0.207E+02
  -1.007  0.201E+02  0.200E+02
  -0.997  0.195E+02  0.195E+02
  -0.987  0.191E+02  0.191E+02
  -0.977  0.188E+02  0.188E+02
  -0.967  0.187E+02  0.186E+02
  -0.957  0.186E+02  0.185E+02
  -0.947  0.185E+02  0.185E+02
  -0.937  0.185E+02  0.184E+02
  -0.927  0.185E+02  0.184E+02
  -0.917  0.185E+02  0.184E+02
  -0.907  0.184E+02  0.183E+02
  -0.897  0.183E+02  0.182E+02
  -0.887  0.182E+02  0.181E+02
  -0.877  0.181E+02  0.180E+02
  -0.867  0.179E+02  0.178E+02
  -0.857  0.177E+02  0.177E+02
  -0.847  0.176E+02  0.175E+02
  -0.837  0.175E+02  0.174E+02
  -0.827  0.174E+02  0.173E+02
  -0.817  0.173E+02  0.172E+02
  -0.807  0.172E+02  0.172E+02
  -0.797  0.172E+02  0.172E+02
  -0.787  0.173E+02  0.172E+02
  -0.777  0.174E+02  0.173E+02
  -0.767  0.176E+02  0.175E+02
  -0.757  0.178E+02  0.177E+02
  -0.747  0.181E+02  0.180E+02
  -0.737  0.184E+02  0.183E+02
  -0.727  0.187E+02  0.186E+02
  -0.717  0.191E+02  0.190E+02
  -0.707  0.194E+02  0.193E+02
  -0.697  0.197E+02  0.196E+02
  -0.687  0.200E+02  0.199E+02
  -0.677  0.203E+02  0.202E+02
  -0.667  0.204E+02  0.203E+02
  -0.657  0.205E+02  0.204E+02
  -0.647  0.204E+02  0.203E+02
  -0.637  0.202E+02  0.201E+02
  -0.627  0.199E+02  0.198E+02
  -0.617  0.194E+02  0.193E+02
  -0.607  0.188E+02  0.187E+02
  -0.597  0.181E+02  0.180E+02
  -0.587  0.173E+02  0.173E+02
  -0.577  0.166E+02  0.165E+02
  -0.567  0.159E+02  0.158E+02
  -0.557  0.152E+02  0.151E+02
  -0.547  0.146E+02  0.146E+02
  -0.537  0.142E+02  0.141E+02
  -0.527  0.139E+02  0.138E+02
  -0.517  0.137E+02  0.137E+02
  -0.507  0.137E+02  0.137E+02
  -0.497  0.139E+02  0.139E+02
  -0.487  0.143E+02  0.143E+02
  -0.477  0.149E+02  0.148E+02
  -0.467  0.156E+02  0.155E+02
  -0.457  0.164E+02  0.163E+02
  -0.447  0.173E+02  0.172E+02
  -0.437  0.182E+02  0.182E+02
  -0.427  0.192E+02  0.191E+02
  -0.417  0.202E+02  0.201E+02
  -0.407  0.213E+02  0.212E+02
  -0.397  0.223E+02  0.222E+02
  -0.387  0.234E+02  0.233E+02
  -0.377  0.246E+02  0.245E+02
  -0.367  0.259E+02  0.258E+02
  -0.357  0.274E+02  0.272E+02
  -0.347  0.290E+02  0.289E+02
  -0.337  0.308E+02  0.307E+02
  -0.327  0.328E+02  0.326E+02
  -0.317  0.348E+02  0.346E+02
  -0.307  0.368E+02  0.366E+02
  -0.297  0.387E+02  0.385E+02
  -0.287  0.405E+02  0.403E+02
  -0.277  0.422E+02  0.420E+02
  -0.267  0.436E+02  0.434E+02
  -0.257  0.449E+02  0.446E+02
  -0.247  0.459E+02  0.457E+02
  -0.237  0.467E+02  0.465E+02
  -0.227  0.474E+02  0.472E+02
  -0.217  0.479E+02  0.477E+02
  -0.207  0.484E+02  0.481E+02
  -0.197  0.487E+02  0.485E+02
  -0.187  0.489E+02  0.487E+02
  -0.177  0.491E+02  0.489E+02
  -0.167  0.491E+02  0.489E+02
  -0.157  0.491E+02  0.489E+02
  -0.147  0.491E+02  0.488E+02
  -0.137  0.490E+02  0.488E+02
  -0.127  0.489E+02  0.487E+02
  -0.117  0.488E+02  0.485E+02
  -0.107  0.487E+02  0.484E+02
  -0.097  0.485E+02  0.483E+02
  -0.087  0.484E+02  0.481E+02
  -0.077  0.481E+02  0.479E+02
  -0.067  0.478E+02  0.476E+02
  -0.057  0.475E+02  0.472E+02
  -0.047  0.470E+02  0.468E+02
  -0.037  0.465E+02  0.463E+02
  -0.027  0.459E+02  0.457E+02
  -0.017  0.454E+02  0.452E+02
  -0.007  0.450E+02  0.448E+02
   0.003  0.447E+02  0.445E+02
   0.013  0.447E+02  0.445E+02
   0.023  0.450E+02  0.447E+02
   0.033  0.456E+02  0.454E+02
   0.043  0.466E+02  0.464E+02
   0.053  0.480E+02  0.478E+02
   0.063  0.498E+02  0.495E+02
   0.073  0.519E+02  0.516E+02
   0.083  0.542E+02  0.539E+02
   0.093  0.567E+02  0.563E+02
   0.103  0.592E+02  0.588E+02
   0.113  0.616E+02  0.612E+02
   0.123  0.638E+02  0.634E+02
   0.133  0.658E+02  0.655E+02
   0.143  0.676E+02  0.672E+02
   0.153  0.690E+02  0.686E+02
   0.163  0.702E+02  0.698E+02
   0.173  0.712E+02  0.708E+02
   0.183  0.722E+02  0.717E+02
   0.193  0.732E+02  0.727E+02
   0.203  0.744E+02  0.740E+02
   0.213  0.760E+02  0.755E+02
   0.223  0.780E+02  0.776E+02
   0.233  0.805E+02  0.800E+02
   0.243  0.834E+02  0.829E+02
   0.253  0.866E+02  0.861E+02
   0.263  0.897E+02  0.892E+02
   0.273  0.927E+02  0.921E+02
   0.283  0.951E+02  0.946E+02
   0.293  0.969E+02  0.963E+02
   0.303  0.978E+02  0.973E+02
   0.313  0.980E+02  0.975E+02
   0.323  0.975E+02  0.970E+02
   0.333  0.965E+02  0.959E+02
   0.343  0.951E+02  0.946E+02
   0.353  0.937E+02  0.931E+02
   0.363  0.923E+02  0.917E+02
   0.373  0.910E+02  0.904E+02
   0.383  0.898E+02  0.893E+02
   0.393  0.886E+02  0.881E+02
   0.403  0.874E+02  0.869E+02
   0.413  0.860E+02  0.855E+02
   0.423  0.844E+02  0.839E+02
   0.433  0.828E+02  0.823E+02
   0.443  0.811E+02  0.807E+02
   0.453  0.798E+02  0.793E+02
   0.463  0.789E+02  0.784E+02
   0.473  0.786E+02  0.782E+02
   0.483  0.792E+02  0.787E+02
   0.493  0.805E+02  0.801E+02
   0.503  0.826E+02  0.821E+02
   0.513  0.851E+02  0.846E+02
   0.523  0.878E+02  0.873E+02
   0.533  0.905E+02  0.900E+02
   0.543  0.929E+02  0.924E+02
   0.553  0.947E+02  0.942E+02
   0.563  0.959E+02  0.953E+02
   0.573  0.962E+02  0.957E+02
   0.583  0.958E+02  0.953E+02
   0.593  0.946E+02  0.941E+02
   0.603  0.929E+02  0.924E+02
   0.613  0.906E+02  0.902E+02
   0.623  0.882E+02  0.877E+02
   0.633  0.858E+02  0.854E+02
   0.643  0.837E+02  0.833E+02
   0.653  0.821E+02  0.816E+02
   0.663  0.811E+02  0.806E+02
   0.673  0.807E+02  0.803E+02
   0.683  0.810E+02  0.806E+02
   0.693  0.817E+02  0.813E+02
   0.703  0.826E+02  0.821E+02
   0.713  0.834E+02  0.829E+02
   0.723  0.838E+02  0.833E+02
   0.733  0.836E+02  0.831E+02
   0.743  0.828E+02  0.823E+02
   0.753  0.813E+02  0.808E+02
   0.763  0.793E+02  0.789E+02
   0.773  0.772E+02  0.768E+02
   0.783  0.752E+02  0.748E+02
   0.793  0.737E+02  0.733E+02
   0.803  0.729E+02  0.725E+02
   0.813  0.730E+02  0.726E+02
   0.823  0.741E+02  0.737E+02
   0.833  0.761E+02  0.757E+02
   0.843  0.788E+02  0.784E+02
   0.853  0.820E+02  0.816E+02
   0.863  0.854E+02  0.850E+02
   0.873  0.886E+02  0.881E+02
   0.883  0.912E+02  0.907E+02
   0.893  0.930E+02  0.926E+02
   0.903  0.939E+02  0.934E+02
   0.913  0.937E+02  0.932E+02
   0.923  0.925E+02  0.920E+02
   0.933  0.904E+02  0.899E+02
   0.943  0.876E+02  0.871E+02
   0.953  0.842E+02  0.838E+02
   0.963  0.806E+02  0.802E+02
   0.973  0.770E+02  0.766E+02
   0.983  0.734E+02  0.731E+02
   0.993  0.702E+02  0.699E+02
   1.003  0.674E+02  0.670E+02
   1.013  0.650E+02  0.647E+02
   1.023  0.633E+02  0.630E+02
   1.033  0.620E+02  0.617E+02
   1.043  0.612E+02  0.609E+02
   1.053  0.607E+02  0.604E+02
   1.063  0.604E+02  0.602E+02
   1.073  0.603E+02  0.600E+02
   1.083  0.601E+02  0.598E+02
   1.093  0.598E+02  0.595E+02
   1.103  0.592E+02  0.589E+02
   1.113  0.581E+02  0.579E+02
   1.123  0.566E+02  0.564E+02
   1.133  0.545E+02  0.542E+02
   1.143  0.517E+02  0.515E+02
   1.153  0.483E+02  0.481E+02
   1.163  0.445E+02  0.443E+02
   1.173  0.403E+02  0.401E+02
   1.183  0.359E+02  0.358E+02
   1.193  0.317E+02  0.315E+02
   1.203  0.277E+02  0.275E+02
   1.213  0.241E+02  0.240E+02
   1.223  0.211E+02  0.210E+02
   1.233  0.188E+02  0.186E+02
   1.243  0.170E+02  0.169E+02
   1.253  0.158E+02  0.157E+02
   1.263  0.150E+02  0.149E+02
   1.273  0.147E+02  0.146E+02
   1.283  0.146E+02  0.145E+02
   1.293  0.147E+02  0.146E+02
   1.303  0.149E+02  0.148E+02
   1.313  0.152E+02  0.151E+02
   1.323  0.155E+02  0.154E+02
   1.333  0.157E+02  0.156E+02
   1.343  0.158E+02  0.157E+02
   1.353  0.159E+02  0.158E+02
   1.363  0.158E+02  0.157E+02
   1.373  0.157E+02  0.155E+02
   1.383  0.154E+02  0.153E+02
   1.393  0.151E+02  0.150E+02
   1.403  0.147E+02  0.146E+02
   1.413  0.143E+02  0.142E+02
   1.423  0.139E+02  0.138E+02
   1.433  0.135E+02  0.134E+02
   1.443  0.132E+02  0.130E+02
   1.453  0.128E+02  0.127E+02
   1.463  0.126E+02  0.125E+02
   1.473  0.124E+02  0.123E+02
   1.483  0.123E+02  0.122E+02
   1.493  0.122E+02  0.121E+02
   1.503  0.122E+02  0.121E+02
   1.513  0.122E+02  0.121E+02
   1.523  0.121E+02  0.120E+02
   1.533  0.121E+02  0.120E+02
   1.543  0.120E+02  0.119E+02
   1.553  0.118E+02  0.117E+02
   1.563  0.116E+02  0.115E+02
   1.573  0.114E+02  0.113E+02
   1.583  0.111E+02  0.110E+02
   1.593  0.108E+02  0.107E+02
   1.603  0.105E+02  0.104E+02
   1.613  0.102E+02  0.101E+02
   1.623  0.996E+01  0.989E+01
   1.633  0.974E+01  0.967E+01
   1.643  0.956E+01  0.949E+01
   1.653  0.941E+01  0.934E+01
   1.663  0.928E+01  0.921E+01
   1.673  0.916E+01  0.909E+01
   1.683  0.905E+01  0.899E+01
   1.693  0.895E+01  0.888E+01
   1.703  0.885E+01  0.878E+01
   1.713  0.876E+01  0.869E+01
   1.723  0.868E+01  0.862E+01
   1.733  0.863E+01  0.856E+01
   1.743  0.859E+01  0.852E+01
   1.753  0.855E+01  0.849E+01
   1.763  0.850E+01  0.844E+01
   1.773  0.843E+01  0.836E+01
   1.783  0.830E+01  0.824E+01
   1.793  0.810E+01  0.804E+01
   1.803  0.783E+01  0.777E+01
   1.813  0.747E+01  0.742E+01
   1.823  0.705E+01  0.700E+01
   1.833  0.658E+01  0.653E+01
   1.843  0.608E+01  0.604E+01
   1.853  0.557E+01  0.553E+01
   1.863  0.507E+01  0.504E+01
   1.873  0.461E+01  0.457E+01
   1.883  0.418E+01  0.415E+01
   1.893  0.379E+01  0.376E+01
   1.903  0.345E+01  0.342E+01
   1.913  0.315E+01  0.313E+01
   1.923  0.291E+01  0.289E+01
   1.933  0.270E+01  0.269E+01
   1.943  0.254E+01  0.253E+01
   1.953  0.242E+01  0.240E+01
   1.963  0.233E+01  0.232E+01
   1.973  0.227E+01  0.226E+01
   1.983  0.224E+01  0.222E+01
   1.993  0.222E+01  0.221E+01
   2.003  0.222E+01  0.221E+01
   2.013  0.224E+01  0.223E+01
   2.023  0.227E+01  0.225E+01
   2.033  0.231E+01  0.230E+01
   2.043  0.237E+01  0.235E+01
   2.053  0.243E+01  0.242E+01
   2.063  0.252E+01  0.250E+01
   2.073  0.261E+01  0.260E+01
   2.083  0.271E+01  0.269E+01
   2.093  0.281E+01  0.279E+01
   2.103  0.289E+01  0.287E+01
   2.113  0.294E+01  0.293E+01
   2.123  0.295E+01  0.294E+01
   2.133  0.291E+01  0.289E+01
   2.143  0.280E+01  0.279E+01
   2.153  0.263E+01  0.262E+01
   2.163  0.240E+01  0.239E+01
   2.173  0.213E+01  0.212E+01
   2.183  0.182E+01  0.181E+01
   2.193  0.151E+01  0.150E+01
   2.203  0.120E+01  0.120E+01
   2.213  0.926E+00  0.921E+00
   2.223  0.686E+00  0.682E+00
   2.233  0.489E+00  0.486E+00
   2.243  0.335E+00  0.333E+00
   2.253  0.221E+00  0.220E+00
   2.263  0.140E+00  0.139E+00
   2.273  0.851E-01  0.846E-01
   2.283  0.497E-01  0.494E-01
   2.293  0.279E-01  0.277E-01
   2.303  0.150E-01  0.149E-01
   2.313  0.774E-02  0.770E-02
   2.323  0.383E-02  0.381E-02
   2.333  0.182E-02  0.181E-02
   2.343  0.830E-03  0.826E-03
   2.353  0.363E-03  0.361E-03
   2.363  0.152E-03  0.151E-03
   2.373  0.611E-04  0.608E-04
   2.383  0.236E-04  0.234E-04
   2.393  0.870E-05  0.865E-05
   2.403  0.308E-05  0.306E-05
   2.413  0.105E-05  0.104E-05
   2.423  0.340E-06  0.338E-06
   2.433  0.106E-06  0.106E-06
   2.443  0.317E-07  0.315E-07
   2.453  0.908E-08  0.903E-08
   2.463  0.249E-08  0.248E-08
   2.473  0.655E-09  0.652E-09
   2.483  0.165E-09  0.164E-09
   2.493  0.396E-10  0.394E-10
   2.503  0.890E-11  0.885E-11
   2.513  0.167E-11  0.166E-11
   2.523  0.000E+00  0.000E+00
   2.533  0.000E+00  0.000E+00
   2.543  0.000E+00  0.000E+00
   2.553  0.000E+00  0.000E+00
   2.563  0.000E+00  0.000E+00
   2.573  0.000E+00  0.000E+00
   2.583  0.000E+00  0.000E+00
   2.593  0.000E+00  0.000E+00
   2.603  0.000E+00  0.000E+00
   2.613  0.000E+00  0.000E+00
   2.623  0.000E+00  0.000E+00
   2.633  0.000E+00  0.000E+00
   2.643  0.000E+00  0.000E+00
   2.653  0.000E+00  0.000E+00
   2.663  0.000E+00  0.000E+00
   2.673  0.000E+00  0.000E+00
   2.683  0.000E+00  0.000E+00
   2.693  0.000E+00  0.000E+00
   2.703  0.000E+00  0.000E+00
   2.713  0.000E+00  0.000E+00
   2.723  0.000E+00  0.000E+00
   2.733  0.000E+00  0.000E+00
   2.743  0.000E+00  0.000E+00
   2.753  0.000E+00  0.000E+00
   2.763  0.000E+00  0.000E+00
   2.773  0.000E+00  0.000E+00
   2.783  0.000E+00  0.000E+00
   2.793  0.000E+00  0.000E+00
   2.803  0.000E+00  0.000E+00
   2.813  0.000E+00  0.000E+00
   2.823  0.000E+00  0.000E+00
   2.833  0.000E+00  0.000E+00
   2.843  0.000E+00  0.000E+00
   2.853  0.000E+00  0.000E+00
   2.863  0.000E+00  0.000E+00
   2.873  0.000E+00  0.000E+00
   2.883  0.000E+00  0.000E+00
   2.893  0.000E+00  0.000E+00
   2.903  0.000E+00  0.000E+00
   2.913  0.000E+00  0.000E+00
   2.923  0.000E+00  0.000E+00
   2.933  0.000E+00  0.000E+00
   2.943  0.000E+00  0.000E+00
   2.953  0.000E+00  0.000E+00
   2.963  0.000E+00  0.000E+00
   2.973  0.000E+00  0.000E+00
   2.983  0.000E+00  0.000E+00
   2.993  0.000E+00  0.000E+00
   3.003  0.000E+00  0.000E+00
   3.013  0.000E+00  0.000E+00
   3.023  0.000E+00  0.000E+00
   3.033  0.000E+00  0.000E+00
   3.043  0.000E+00  0.000E+00
   3.053  0.000E+00  0.000E+00
   3.063  0.000E+00  0.000E+00
   3.073  0.000E+00  0.000E+00
   3.083  0.000E+00  0.000E+00
   3.093  0.000E+00  0.000E+00
   3.103  0.000E+00  0.000E+00
   3.113  0.000E+00  0.000E+00
   3.123  0.000E+00  0.000E+00
   3.133  0.000E+00  0.000E+00
   3.143  0.000E+00  0.000E+00
   3.153  0.000E+00  0.000E+00
   3.163  0.000E+00  0.000E+00
   3.173  0.000E+00  0.000E+00
   3.183  0.000E+00  0.000E+00
   3.193  0.000E+00  0.000E+00
   3.203  0.000E+00  0.000E+00
   3.213  0.000E+00  0.000E+00
   3.223  0.000E+00  0.000E+00
   3.233  0.000E+00  0.000E+00
   3.243  0.000E+00  0.000E+00
   3.253  0.000E+00  0.000E+00
   3.263  0.000E+00  0.000E+00
   3.273  0.000E+00  0.000E+00
   3.283  0.000E+00  0.000E+00
   3.293  0.000E+00  0.000E+00
   3.303  0.000E+00  0.000E+00
   3.313  0.000E+00  0.000E+00
   3.323  0.000E+00  0.000E+00
   3.333  0.000E+00  0.000E+00
   3.343  0.000E+00  0.000E+00
   3.353  0.000E+00  0.000E+00
   3.363  0.000E+00  0.000E+00
   3.373  0.000E+00  0.000E+00
   3.383  0.000E+00  0.000E+00
   3.393  0.000E+00  0.000E+00
   3.403  0.000E+00  0.000E+00
   3.413  0.000E+00  0.000E+00
